"date_published","title","guid","provider"
"2019-05-17 03:40:52.261301+00","Keterampilan Berbahasa : Berbicara pada Drama","dhqxr","INA-Rxiv"
"2019-05-17 03:50:37.9222+00","PENGENALAN APLIKASI ELECTRONIC CUSTOMER RELATIONSHIP MANAGEMENT (E-CRM) PADA PELAKU USAHA MIKRO KECIL DAN MENENGAH (UMKM) DESA HARJATANI","wtp86","INA-Rxiv"
"2019-05-24 09:29:39.638567+00","Distribution Of Productive Zakat To Improve The Welfare Of Rural Community In Banten Through Movement Of Healthy Living Behavior Programs","7p2fv","INA-Rxiv"
"2019-05-16 08:22:44.71459+00","Electronic Customer Relationship Management (E-CRM) Modeling on Micro, Small &amp; Medium Enterprises (MSMEs) Banten","tzs3m","INA-Rxiv"
"2019-05-17 03:55:17.640291+00","Kemampuan Membaca Cepat pada Novel","2x3aj","INA-Rxiv"
"2019-05-17 03:52:37.8073+00","Intervensi Berbasis Komunitas: Sebuah Pengantar","2fpjz","INA-Rxiv"
"2019-05-17 04:23:29.588261+00","supervisi pendidikan","7ay6u","INA-Rxiv"
"2019-05-17 03:59:33.264951+00","IMPLEMENTASI SUPERVISI PENDIDIKAN DALAM MENINGKATKAN PROSES PEMBELAJARAN","s64f5","INA-Rxiv"
"2019-05-17 04:02:38.122265+00","Keterampilan Menulis Teks Eksposisi","523kf","INA-Rxiv"
"2019-05-17 04:03:16.309221+00","PENGARUH PELAKSANAAN SUPERVISI PENDIDIKAN OLEH KEPALA SEKOLAH TERHADAP KINERJA GURU DISEKOLAH","g25r4","INA-Rxiv"
"2019-05-27 07:43:48.953072+00","Administrasi Kurikulum","w3uc6","INA-Rxiv"
"2019-05-23 14:53:58.353602+00","Spoken Word Processing in Bilingual Older Adults: Assessing Within-and Cross-Language Competition using the Visual World Task","rnphy","PsyArXiv"
"2019-05-25 02:49:21.357378+00","Meta-analysis of lagged regression models: A continuous-time approach","5etkx","PsyArXiv"
"2019-05-22 08:15:58.254829+00","Ticket Inspectors in Action: Body-worn Camera Analysis of Aggressive and Nonaggressive Passenger Encounters","jcazp","PsyArXiv"
"2019-05-27 07:57:59.996249+00","Administrasi Keuangan","zxhy3","INA-Rxiv"
"2019-05-27 14:46:14.916781+00","Flow and filtration imaging of single use sterile membrane filters","d6wsr","engrXiv"
"2019-05-17 04:05:55.201123+00","Membaca Kritis","a2qgy","INA-Rxiv"
"2019-05-17 04:10:10.393907+00","Keterampilan Berbahasa : Menulis Karangan Eksposisi","3rgyk","INA-Rxiv"
"2019-05-22 09:57:56.965091+00","Item Response Model from a Distance Perspective","wcbu9","Thesis Commons"
"2019-05-22 10:35:30.863709+00","Training and Development of Instructor-Leadership","gmahn","SocArXiv"
"2019-05-22 09:09:11.714792+00","artikel administrasi sarana dan prasarana","vbhrj","INA-Rxiv"
"2019-05-17 04:06:52.335738+00","Membaca Teks Berita","9x3s6","INA-Rxiv"
"2019-05-17 04:31:19.530234+00","Keterampilan Membaca Nyaring","nj5qk","INA-Rxiv"
"2019-05-17 04:49:44.494349+00","Keterampilan Menyimak Dialog Interaktif","pyjnm","INA-Rxiv"
"2019-05-17 04:31:26.895792+00","Keterampilan Berbahasa ""Membaca Intensif""","m5p64","INA-Rxiv"
"2019-05-17 04:51:41.16365+00","Keterampilan Menulis dalam Cerita Pendek","z8e9h","INA-Rxiv"
"2019-05-24 09:55:08.155444+00","konsep dasar administrasi pendidikan","b5p3v","INA-Rxiv"
"2019-05-25 03:23:31.918049+00","Preons, loop and hierarchy problem","6hk59","Open Science Framework"
"2019-05-22 09:09:46.078099+00","Quantifying the benefits of using decision models with response time and accuracy data","pn7g6","PsyArXiv"
"2019-05-22 10:05:11.256448+00","Human responses to nature and culture-based non-clinical interventions: A systematised review","kcyb9","Open Science Framework"
"2019-05-17 04:14:09.775892+00","Electronic Customer Relationship Management (E-CRM) Application as Efforts to Increase Customer Retention of Micro Small and Medium Enterprises (MSMEs) in Banten Indonesia","p9rsm","INA-Rxiv"
"2019-05-17 04:54:12.011668+00","Keterampilan Menulis - Menulis Novel","7hcy3","INA-Rxiv"
"2019-05-17 04:41:40.584074+00","supervisi pendidikan","vwcem","INA-Rxiv"
"2019-05-17 05:06:42.800649+00","A theory with consolidation: Linking everything to explain everything","5a324","Open Science Framework"
"2019-05-17 06:22:28.467439+00","MENINGKATKAN MUTU PENDIDIKAN MELALUI SUPERVISI  PENDIDIKAN","ya63q","INA-Rxiv"
"2019-05-17 04:42:43.364186+00","Menulis Teks Deskripsi","e2spn","INA-Rxiv"
"2019-05-17 04:45:06.897937+00","PENINGKATAN MUTU PENDIDIKAN MELALUI PERANAN SUPERVISI PENDIDIKAN OLEH GURU UNTUK MENUJU PERBAIKAN MENTAL,MANDIRI,PARTISIPATIF,EFISIEN DAN AKUNTABILITAS PESERTA DIDIK","6kh9n","INA-Rxiv"
"2019-05-17 05:16:18.239508+00","KETERAMPILAN BERBICARA DALAM PEMBELAJARAN MENDONGENG","jyanr","INA-Rxiv"
"2019-05-17 06:32:58.209615+00","TUGAS AKHIR SUPERVISI PENDIDIKAN","cwf4b","Open Science Framework"
"2019-05-17 06:41:16.604187+00","Supervisi Pendidikan","ecfx5","INA-Rxiv"
"2019-05-17 06:34:30.255881+00","Keterampilan Berbahasa Menulis Teks Cerita Pendek","278he","INA-Rxiv"
"2019-05-17 07:17:04.466082+00","Quality Health Care and Nursing","86phj","Open Science Framework"
"2019-05-17 07:24:53.978392+00","PRINSIP DAN MACAM-MACAM SUPERVISI","63dqv","INA-Rxiv"
"2019-05-17 08:08:52.535665+00","Membaca Puisi","9ys5z","Open Science Framework"
"2019-05-17 08:17:13.108703+00","PENGARUH SUPERVISI PENGAWAS DI SEKOLAH DAN GAYA KEPEMIMPINAN KEPALA SEKOLAH TERHADAP PENINGKATAN KINERJA GURU SMP","5fa39","INA-Rxiv"
"2019-05-17 08:49:02.727903+00","TAMAN WISATA ALAM TANGKUBAN PERAHU SEBAGAI DAYA TARIK WISATA DI BANDUNG","q7uf3","Open Science Framework"
"2019-05-17 09:09:43.024207+00","Resume Sistem Informasi Manajemen","7hny3","Open Science Framework"
"2019-05-23 12:34:52.350335+00","Wait for it! Stronger influence of context on categorical perception in Danish than Norwegian","guzv5","PsyArXiv"
"2019-05-17 09:20:56.80174+00","On the dimensional characteristics and interpretation of vectors","zvhmj","Open Science Framework"
"2019-05-17 10:31:59.230901+00","Review of Castaneda's A Place To Call Home","z73xt","SocArXiv"
"2019-05-22 12:27:43.922386+00","Slow Lies: Slower Responses Are Perceived As Less Sincere, Because Of Inferences of Thought Suppression","t56av","PsyArXiv"
"2019-05-17 10:37:05.421065+00","Assessment and Evaluation Practices in Engineering Education: A Global Perspective","4kybj","SocArXiv"
"2019-05-17 12:10:54.188645+00","Peningkatan Kemampuan Berbicara Mahasiswa Melalui Pembelajaran dengan Teknik Mendongeng","s37vd","INA-Rxiv"
"2019-05-23 08:56:38.531777+00","Universal Principles of Human Communication: Preliminary Evidence from a Cross-Cultural Communication Game","ex3fm","PsyArXiv"
"2019-05-17 12:58:35.183614+00","Membaca Kritis","psqrv","INA-Rxiv"
"2019-05-17 13:40:15.706413+00","KETERAMPILAN MENULIS BERITA","7xv68","INA-Rxiv"
"2019-05-17 13:22:34.596304+00","Keterampilan Berbahasa Menulis Karangan Deskripsi","2uhvp","INA-Rxiv"
"2019-05-20 14:37:16.020973+00","The compendium of self-enactable techniques to change and self-manage motivation and behaviour (v1.0)","h72s3","PsyArXiv"
"2019-05-17 14:41:46.921753+00","Instability in Care and Living Arrangements: Putting Foster Youth in Context","ek4c8","SocArXiv"
"2019-05-17 14:42:55.806206+00","Writing Research Articles for Publication","qmd3y","AgriXiv"
"2019-05-17 15:04:20.211008+00","Forecasting the Impact of Connected and Automated Vehicles on Energy Use: A Microeconomic Study of Induced Travel and Energy Rebound","dk6qv","LawArXiv"
"2019-05-17 15:04:32.543987+00","In-work poverty, precarious work and indebtedness. The steady state European equilibrium?","6tfcd","Open Science Framework"
"2019-05-22 21:12:11.473021+00","Testing the factor structure underlying behavior using joint cognitive models: Impulsivity in delay discounting and Cambridge gambling tasks","4hw73","PsyArXiv"
"2019-05-17 15:46:50.927006+00","Tech dogma # 1 : The Great Separation, between the “technical” and the “political”. Documents towards a history.","hmbp4","Open Science Framework"
"2019-05-15 15:23:48.567549+00","The Glymphatic Influx and Slow Delta Waves in Sleep and Anesthesia","6kwzb","PsyArXiv"
"2019-05-17 15:17:06.279049+00","Membaca Puisi","74jsh","INA-Rxiv"
"2019-05-16 21:09:21.292138+00","Pengaruh Sifat Matematika terhadap Pembelajaran","86bjk","INA-Rxiv"
"2019-05-14 14:20:28.986266+00","Mindfulness:  A practical map of practices and their transformative domains","fsz85","MindRxiv"
"2019-05-17 16:30:19.932804+00","Iconicity and Structure in the Emergence of Combinatoriality","vsjkt","PsyArXiv"
"2019-05-22 15:41:53.02378+00","Wine glass size and wine sales: four replication studies in one restaurant and two bars","ngwm2","PsyArXiv"
"2019-05-25 03:42:31.592723+00","Implementasi Supervisi Pendidikan","pdyua","INA-Rxiv"
"2019-05-22 03:57:13.266026+00","Efisiensi Mesin Teknologi Sapurata dalam Mengoptimalisasi Produksi Inovasi Pangan Kukure di Pulau Barrang Lompo, Makassar","q8spg","MarXiv"
"2019-05-22 03:13:32.903323+00","A systematic review: Tools for assessing methodological quality of human observational studies","pnqmy","MetaArXiv"
"2019-05-17 16:39:26.378566+00","PEMBELAJARAN MENYIMAK DENGAN REKAMAN DIALOG INTERAKTIF UNTUK MELATIH KETERAMPILAN MENYIMAK SISWA","29qbj","INA-Rxiv"
"2019-05-22 16:41:28.524303+00","Cooperation in large-scale human societies -- What, if anything, makes it unique, and how did it evolve?","v47ap","Open Science Framework"
"2019-05-17 17:10:07.761817+00","ADOPSI SOCIAL COMMERCE: PEMODELAN UTAUT","rgwn7","INA-Rxiv"
"2019-05-17 17:16:13.87514+00","Using nano-XRM and high-contrast imaging to inform micro-porosity permeability during Stokes-Brinkman single and two-phase flow simulations on micro-CT images","ubg6p","EarthArXiv"
"2019-05-17 17:27:31.185583+00","Distraction biases working memory for faces","qvez5","Open Science Framework"
"2019-05-17 17:46:38.451641+00","PENYELEWANGAN DANA DALAM DUNIA PENDIDIKAN","kqutp","INA-Rxiv"
"2019-05-25 04:37:47.692909+00","Implementasi Supervisi Pendidikan","3nb4g","INA-Rxiv"
"2019-05-17 17:48:04.778618+00","The Uneven Perils of Unemployment and Underemployment: The Role of Employment Structure in explaining Rural-Urban Poverty Differences, 1970-2018.","a9qex","SocArXiv"
"2019-05-17 10:05:59.289016+00","Causal manipulation of feed-forward and recurrent processing differentially affects measures of consciousness","uq2hn","Open Science Framework"
"2019-05-17 18:22:47.542261+00","Character-based Surprisal as a Model of Reading Difficulty in the Presence of Errors","zcwgn","PsyArXiv"
"2019-05-24 11:37:51.103843+00","Non-invasive brain stimulation and fear extinction. A systematic review","u65va","PsyArXiv"
"2019-05-17 18:40:43.326871+00","POSTER| Address2vec: Generating Vector Embeddings for Blockchain Analytics","9pcmn","AfricArXiv"
"2019-05-17 18:36:35.493098+00","Upaya Meningatkan Motivasi Belajar Matematika Menggunakan Topik Fiqih dan Astronomi","zfrqa","INA-Rxiv"
"2019-05-17 20:24:25.517614+00","News Organizations’ Selective Link Sharing as Gatekeeping: A Structural Topic Model Approach","pt7es","SocArXiv"
"2019-05-17 21:22:21.595059+00","The yoking between multisensory gains in simple detection and higher-level cognitive functions in schoolchildren","2xsyq","Open Science Framework"
"2019-05-25 04:07:12.561246+00","ECONOMICS, POLITICS, LAW: TRENDS AND PROSPECTS May V.1 2019: сб.науч.тр./ OEAPS Inc.; редкол.: Флора Бертран (отв.ред.) [и др.]. - Берлин, Германия :  OEAPS Inc., 05. 2019. - 164 С.","jwkmq","Open Science Framework"
"2019-05-17 21:33:47.825624+00","Keterampilan Menyimak Wawancara dalam Pembelajaran Bahasa Indonesia","hym4a","INA-Rxiv"
"2019-05-21 03:42:07.045217+00","Analisis Kelayakan Ekonomi &amp; Finansial pada Masterplan Kawasan Industri Perikanan Kota Tarakan","96yzu","INA-Rxiv"
"2019-05-18 00:27:07.538411+00","Uncovering the dynamic fracture behavior of PMMA","46p9q","engrXiv"
"2019-05-18 00:35:25.198825+00","A Multilevel Analysis of Predictors of Modern Contraceptive Use among Reproductive Age Women in Sierra Leone: Insight from Demographic and Health Surveys.","vu5ag","SocArXiv"
"2019-05-17 23:58:46.684238+00","iCoRe: The GDELT Interface for the Advancement of Communication Research","smjwb","SocArXiv"
"2019-05-24 12:33:24.32715+00","Everyday Nationalism and Making Identity Count","hq4xc","SocArXiv"
"2019-05-18 01:55:29.375723+00","Pengaruh Tingkat Penghimpunan Dan Penyaluran Dana Terhadap Rentabilitas (Studi pada Bank Perkreditan Rakyat Siliwangi Tasikmalaya)","y8rqg","INA-Rxiv"
"2019-05-18 01:37:13.721433+00","Hubungan Kinerja Keuangan Dengan Tanggungjawab Sosial Perusahaan (Studi pada Emiten Manufaktur Di Bursa Efek Indonesia)","ntcz6","INA-Rxiv"
"2019-05-18 02:07:28.644817+00","Uniknya Keraton Ngayogyakarta Sebagai Daya Tarik Wisata Sejarah di Yogyakarta","a7je5","Open Science Framework"
"2019-05-18 02:11:04.160369+00","Analisis Kinerja Keuangan Bank Sebelum dan Sesudah Ekspansi (Studi Kasus di BPR Siliwangi Tasikmalaya)","fc36z","INA-Rxiv"
"2019-05-18 02:23:23.16271+00","KEINDAHAN DAN KEUNIKAN PESONA  PANTAI GOA CEMARA YOGYAKARTA","9atwm","Open Science Framework"
"2019-05-18 02:23:20.606613+00","Keterampilan Berbicara ""Diskusi Kelompok""","9vhx6","INA-Rxiv"
"2019-05-18 03:01:17.679739+00","Ppt cindy","mn9ev","INA-Rxiv"
"2019-05-18 03:38:01.658631+00","peningkatan layanan supervisi untuk meningkatkan kinerja guru di sekolah","b2st6","INA-Rxiv"
"2019-05-21 20:54:46.543105+00","Network centrality, group density, and strength of social  identification in college club sport teams","7j8dr","SportRxiv"
"2019-05-18 03:40:50.66931+00","Keterampilan Berbicara dalam Presentasi Ilmiah","zn9qb","INA-Rxiv"
"2019-05-24 12:35:17.882076+00","Making Identity Count: UK 2000","e73j9","SocArXiv"
"2019-05-18 04:02:52.933314+00","Keterampilan Berbicara Presenter","5847h","INA-Rxiv"
"2019-05-18 04:34:26.700709+00","Artikel Penyajian dan Pengolahan Negara China","3yhrm","INA-Rxiv"
"2019-05-18 05:48:42.380974+00","Supervisi Sebagai Peningkat Kualitas Pendidikan Nasional","58af6","INA-Rxiv"
"2019-05-18 04:40:04.004698+00","Keterampilan Berbahasa Menulis Teks Anekdot","5bxmg","INA-Rxiv"
"2019-05-16 15:25:07.241003+00","Which Positive Psychological Intervention would work for Osteoarthritis? A study identifying positive traits that are associated with physical and psychological well-being","jbk8u","PsyArXiv"
"2019-05-24 12:37:01.206472+00","Making Identity Count: UK 1980","793fb","SocArXiv"
"2019-05-25 05:36:25.734758+00","Pejalan; Arsip Peristiwa, Suasana dan Tempat Tinggal Selamanya","5gmzx","INA-Rxiv"
"2019-05-22 17:18:50.186121+00","The importance of standards for sharing of computational models and data","q3rnx","PsyArXiv"
"2019-05-18 04:44:39.647134+00","Tugas Pembelajaran Berbasis TI ( Menyimak Dongeng) Inggit Shivani K1217033","ambt6","INA-Rxiv"
"2019-05-18 06:10:28.475001+00","peran supervisi pendidikan","p4qt7","INA-Rxiv"
"2019-05-18 06:51:03.549613+00","MENYIMAK PUISI","hmw8r","INA-Rxiv"
"2019-05-18 06:57:51.30046+00","MENYIMAK EKSTENSIF","7vuqk","INA-Rxiv"
"2019-05-18 07:03:06.50935+00","Membaca Kritis Karya Ilmiah","ujrde","INA-Rxiv"
"2019-05-18 07:18:42.922096+00","Meningkat Keterampilan Membaca Cepat","t3pgc","INA-Rxiv"
"2019-05-18 07:32:11.729085+00","ARTIKEL ADMINISTRASI KEUANGAN","7jvyh","Open Science Framework"
"2019-05-18 07:40:16.444258+00","Menyimak Debat","2v4j8","INA-Rxiv"
"2019-05-18 06:13:43.96619+00","Berbicara_Pembawa Acara (MC)","eqrtf","INA-Rxiv"
"2019-05-18 07:09:01.396965+00","Berbicara Berdiskusi","7bz5p","INA-Rxiv"
"2019-05-18 07:34:11.120891+00","ARTIKEL ADMINISTRASI SARANA DAN PRASARANA","tqx7g","Open Science Framework"
"2019-05-18 06:22:48.91294+00","KETERAMPILAN MEMBACA CEPAT BERITA","wqr45","INA-Rxiv"
"2019-05-18 07:40:42.292163+00","KETERAMPILAN MENYIMAK PIDATO","6j9ef","INA-Rxiv"
"2019-05-24 12:40:35.64952+00","Fun and games - Finnish children’s ideas for the use of digital media in preschool","u3pzc","SocArXiv"
"2019-05-25 05:48:03.648299+00","PELAKSANAAN SUPERVISI AKADEMIK PENGAWAS SEKOLAH SEBAGAI UPAYA PENINGKATAN PROFESIONALISME GURU","ed7f5","INA-Rxiv"
"2019-05-25 06:40:41.463666+00","Exploring the Past, Present, and Future of Forensic Linguistics Study: A Brief Overview","7pajs","INA-Rxiv"
"2019-05-22 15:13:37.463688+00","Math anxiety relates positively to metacognitive insight into mathematical test performance","t8kjh","PsyArXiv"
"2019-05-22 14:56:10.620524+00","Personality, resilience, and psychopathology: A model for the interaction between slow and fast network processes in the context of mental health","mznbw","PsyArXiv"
"2019-05-27 08:54:58.563176+00","EKSISTENSI INDUSTRI PIS BOLONG SEBAGAI MEDIA SOSIALISASI RELIGIUSITAS BUDAYA BALI BAGI WISATAWAN DI DESA KAMASAN, KLUNGKUNG","ze7vm","INA-Rxiv"
"2019-05-27 09:46:14.748742+00","KELOMPOK 4","rusv4","INA-Rxiv"
"2019-05-18 07:42:02.381594+00","Keterampilan Berbicara Presenter Penyaji Berita","8ghm3","INA-Rxiv"
"2019-05-18 06:25:39.899331+00","KETERAMPILAN MENYIMAK FABEL","wqc8h","INA-Rxiv"
"2019-05-18 06:29:46.642758+00","PENGARUH PELAKSANAAN SUPERVISI PENDIDIKAN OLEH KEPALA SEKOLAH TERHADAP KINERJA GURU DISEKOLAH","wpq28","INA-Rxiv"
"2019-05-18 06:46:25.042382+00","Menyimak Berita dalam Pembelajaran Bahasa Indonesia","mzws4","INA-Rxiv"
"2019-05-18 06:52:09.352322+00","SUPERVISI PENDIDIKAN UNTUK PENGEMBANGAN PROFESIONALITAS GURU BERKELANJUTAN","x76ab","INA-Rxiv"
"2019-05-18 07:48:20.095053+00","Keterampilan Berbahasa Menyimak Kritis Ceramah dengan Metode Kontekstual","yv9km","INA-Rxiv"
"2019-05-18 07:56:50.684941+00","TIPS. Some notes when writing the discussion section","k2ehs","AgriXiv"
"2019-05-18 08:13:27.387684+00","ARTIKEL ADMINISTRASI KEUANGAN","axvrw","Open Science Framework"
"2019-05-18 07:59:04.590768+00","STRATEGI SEKOLAH DALAM PENGUATAN PENDIDIKAN KARAKTER DENGAN MEMAKSIMALKAN PERAN ORANG TUA BAGI SISWA","t5yvk","INA-Rxiv"
"2019-05-18 08:28:31.243601+00","PENGEMBANGAN BIMBINGAN DAN KONSELING BELAJAR","gqbj2","Open Science Framework"
"2019-05-18 08:31:02.321594+00","ARTIKEL ADMINISTRASI SARANA DAN PRASARANA","r4qsj","Open Science Framework"
"2019-05-24 12:45:09.648916+00","Agent-Based Modeling for Archaeologists: Part 1 of 3","3gwdn","SocArXiv"
"2019-05-18 08:41:38.049713+00","ARTIKEL KEPEMIMPINAN PENDIDIKAN","9gmp4","Open Science Framework"
"2019-05-17 05:12:23.147186+00","The bayesvl R package. User guide v0.8.1","w5dx6","Open Science Framework"
"2019-05-24 13:02:25.076626+00","On the stability of deep-seated landslides. The cases of Vaiont (Italy) and Shuping (Three Gorges Dam, China)","ukbr5","EarthArXiv"
"2019-05-18 09:11:24.635696+00","upaya dalam membina profesional guru melalui supervisi kunjungan kelas","y5kja","INA-Rxiv"
"2019-05-18 09:40:12.141806+00","STRATEGI SEKOLAH DALAM PENGUATAN PENDIDIKAN KARAKTER BAGI SISWA DENGAN MEMAKSIMALKAN PERAN ORANG TUA","gsjf7","INA-Rxiv"
"2019-05-18 09:59:20.073778+00","Membaca Pemahaman","txmku","INA-Rxiv"
"2019-05-18 09:59:30.924548+00","Menulis Esai","fngux","INA-Rxiv"
"2019-05-24 13:08:48.367024+00","Effect of solution chemistry on the iodine release from iodoapatite in aqueous environments","rc57d","EarthArXiv"
